@relation pandasdata
@attribute Lag_NO_1 real
@attribute Lag_NO_2 real
@attribute Lag_NO_3 real
@attribute Lag_NO_4 real
@attribute Lag_NO_5 real
@attribute Lag_NO_6 real
@attribute Lag_NO_7 real
@attribute Lag_SO2_1 real
@attribute Lag_SO2_2 real
@attribute Lag_SO2_3 real
@attribute Lag_SO2_4 real
@attribute Lag_SO2_5 real
@attribute Lag_SO2_6 real
@attribute Lag_SO2_7 real
@attribute Lag_O3_1 real
@attribute Lag_O3_2 real
@attribute Lag_O3_3 real
@attribute Lag_O3_4 real
@attribute Lag_O3_5 real
@attribute Lag_O3_6 real
@attribute Lag_O3_7 real
@attribute Lag_TMP_1 real
@attribute Lag_TMP_2 real
@attribute Lag_TMP_3 real
@attribute Lag_TMP_4 real
@attribute Lag_TMP_5 real
@attribute Lag_TMP_6 real
@attribute Lag_TMP_7 real
@attribute Lag_HR_1 real
@attribute Lag_HR_2 real
@attribute Lag_HR_3 real
@attribute Lag_HR_4 real
@attribute Lag_HR_5 real
@attribute Lag_HR_6 real
@attribute Lag_HR_7 real
@attribute Lag_NOX_1 real
@attribute Lag_NOX_2 real
@attribute Lag_NOX_3 real
@attribute Lag_NOX_4 real
@attribute Lag_NOX_5 real
@attribute Lag_NOX_6 real
@attribute Lag_NOX_7 real
@attribute Lag_DD_1 real
@attribute Lag_DD_2 real
@attribute Lag_DD_3 real
@attribute Lag_DD_4 real
@attribute Lag_DD_5 real
@attribute Lag_DD_6 real
@attribute Lag_DD_7 real
@attribute Lag_PRB_1 real
@attribute Lag_PRB_2 real
@attribute Lag_PRB_3 real
@attribute Lag_PRB_4 real
@attribute Lag_PRB_5 real
@attribute Lag_PRB_6 real
@attribute Lag_PRB_7 real
@attribute Lag_RS_1 real
@attribute Lag_RS_2 real
@attribute Lag_RS_3 real
@attribute Lag_RS_4 real
@attribute Lag_RS_5 real
@attribute Lag_RS_6 real
@attribute Lag_RS_7 real
@attribute Lag_VV_1 real
@attribute Lag_VV_2 real
@attribute Lag_VV_3 real
@attribute Lag_VV_4 real
@attribute Lag_VV_5 real
@attribute Lag_VV_6 real
@attribute Lag_VV_7 real
@attribute Lag_PM10_1 real
@attribute Lag_PM10_2 real
@attribute Lag_PM10_3 real
@attribute Lag_PM10_4 real
@attribute Lag_PM10_5 real
@attribute Lag_PM10_6 real
@attribute Lag_PM10_7 real
@attribute Lag_NO2_1 real
@attribute Lag_NO2_2 real
@attribute Lag_NO2_3 real
@attribute Lag_NO2_4 real
@attribute Lag_NO2_5 real
@attribute Lag_NO2_6 real
@attribute Lag_NO2_7 real
@attribute NO2 real
@data
5.0,7.0,6.0,5.0,8.0,14.0,16.0,12.0,13.0,10.0,12.0,11.0,11.0,12.0,68.0,47.0,55.0,64.0,58.0,39.0,26.0,14.0,18.0,16.0,18.0,17.0,15.0,12.0,39.0,48.0,49.0,48.0,58.0,70.0,89.0,26.0,42.0,34.0,22.0,34.0,66.0,73.0,320.0,274.0,289.0,256.0,213.0,222.0,249.0,1021.0,1019.0,1022.0,1015.0,1015.0,1016.0,1015.0,152.0,143.0,107.0,142.0,103.0,101.0,53.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,18.0,16.0,16.0,20.0,18.0,21.0,19.0,18.0,31.0,26.0,15.0,22.0,44.0,49.0,32.0
6.0,5.0,7.0,6.0,5.0,8.0,14.0,13.0,12.0,13.0,10.0,12.0,11.0,11.0,64.0,68.0,47.0,55.0,64.0,58.0,39.0,13.0,14.0,18.0,16.0,18.0,17.0,15.0,45.0,39.0,48.0,49.0,48.0,58.0,70.0,41.0,26.0,42.0,34.0,22.0,34.0,66.0,276.0,320.0,274.0,289.0,256.0,213.0,222.0,1018.0,1021.0,1019.0,1022.0,1015.0,1015.0,1016.0,144.0,152.0,143.0,107.0,142.0,103.0,101.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,17.0,18.0,16.0,16.0,20.0,18.0,21.0,32.0,18.0,31.0,26.0,15.0,22.0,44.0,42.0
11.0,6.0,5.0,7.0,6.0,5.0,8.0,15.0,13.0,12.0,13.0,10.0,12.0,11.0,40.0,64.0,68.0,47.0,55.0,64.0,58.0,10.0,13.0,14.0,18.0,16.0,18.0,17.0,83.0,45.0,39.0,48.0,49.0,48.0,58.0,59.0,41.0,26.0,42.0,34.0,22.0,34.0,344.0,276.0,320.0,274.0,289.0,256.0,213.0,1012.0,1018.0,1021.0,1019.0,1022.0,1015.0,1015.0,99.0,144.0,152.0,143.0,107.0,142.0,103.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,20.0,17.0,18.0,16.0,16.0,20.0,18.0,42.0,32.0,18.0,31.0,26.0,15.0,22.0,24.0
5.0,11.0,6.0,5.0,7.0,6.0,5.0,13.0,15.0,13.0,12.0,13.0,10.0,12.0,49.0,40.0,64.0,68.0,47.0,55.0,64.0,14.0,10.0,13.0,14.0,18.0,16.0,18.0,86.0,83.0,45.0,39.0,48.0,49.0,48.0,32.0,59.0,41.0,26.0,42.0,34.0,22.0,27.0,344.0,276.0,320.0,274.0,289.0,256.0,1007.0,1012.0,1018.0,1021.0,1019.0,1022.0,1015.0,80.0,99.0,144.0,152.0,143.0,107.0,142.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,34.0,20.0,17.0,18.0,16.0,16.0,20.0,24.0,42.0,32.0,18.0,31.0,26.0,15.0,28.0
6.0,5.0,11.0,6.0,5.0,7.0,6.0,13.0,13.0,15.0,13.0,12.0,13.0,10.0,37.0,49.0,40.0,64.0,68.0,47.0,55.0,15.0,14.0,10.0,13.0,14.0,18.0,16.0,78.0,86.0,83.0,45.0,39.0,48.0,49.0,36.0,32.0,59.0,41.0,26.0,42.0,34.0,333.0,27.0,344.0,276.0,320.0,274.0,289.0,1002.0,1007.0,1012.0,1018.0,1021.0,1019.0,1022.0,94.0,80.0,99.0,144.0,152.0,143.0,107.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,122.0,34.0,20.0,17.0,18.0,16.0,16.0,28.0,24.0,42.0,32.0,18.0,31.0,26.0,34.0
6.0,6.0,5.0,11.0,6.0,5.0,7.0,15.0,13.0,13.0,15.0,13.0,12.0,13.0,49.0,37.0,49.0,40.0,64.0,68.0,47.0,16.0,15.0,14.0,10.0,13.0,14.0,18.0,71.0,78.0,86.0,83.0,45.0,39.0,48.0,43.0,36.0,32.0,59.0,41.0,26.0,42.0,227.0,333.0,27.0,344.0,276.0,320.0,274.0,1005.0,1002.0,1007.0,1012.0,1018.0,1021.0,1019.0,126.0,94.0,80.0,99.0,144.0,152.0,143.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,57.0,122.0,34.0,20.0,17.0,18.0,16.0,34.0,28.0,24.0,42.0,32.0,18.0,31.0,44.0
9.0,6.0,6.0,5.0,11.0,6.0,5.0,15.0,15.0,13.0,13.0,15.0,13.0,12.0,41.0,49.0,37.0,49.0,40.0,64.0,68.0,14.0,16.0,15.0,14.0,10.0,13.0,14.0,65.0,71.0,78.0,86.0,83.0,45.0,39.0,57.0,43.0,36.0,32.0,59.0,41.0,26.0,267.0,227.0,333.0,27.0,344.0,276.0,320.0,1020.0,1005.0,1002.0,1007.0,1012.0,1018.0,1021.0,140.0,126.0,94.0,80.0,99.0,144.0,152.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,19.0,57.0,122.0,34.0,20.0,17.0,18.0,44.0,34.0,28.0,24.0,42.0,32.0,18.0,38.0
10.0,9.0,6.0,6.0,5.0,11.0,6.0,14.0,15.0,15.0,13.0,13.0,15.0,13.0,39.0,41.0,49.0,37.0,49.0,40.0,64.0,13.0,14.0,16.0,15.0,14.0,10.0,13.0,88.0,65.0,71.0,78.0,86.0,83.0,45.0,53.0,57.0,43.0,36.0,32.0,59.0,41.0,2.0,267.0,227.0,333.0,27.0,344.0,276.0,1027.0,1020.0,1005.0,1002.0,1007.0,1012.0,1018.0,126.0,140.0,126.0,94.0,80.0,99.0,144.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,25.0,19.0,57.0,122.0,34.0,20.0,17.0,38.0,44.0,34.0,28.0,24.0,42.0,32.0,31.0
6.0,10.0,9.0,6.0,6.0,5.0,11.0,15.0,14.0,15.0,15.0,13.0,13.0,15.0,46.0,39.0,41.0,49.0,37.0,49.0,40.0,14.0,13.0,14.0,16.0,15.0,14.0,10.0,87.0,88.0,65.0,71.0,78.0,86.0,83.0,40.0,53.0,57.0,43.0,36.0,32.0,59.0,11.0,2.0,267.0,227.0,333.0,27.0,344.0,1028.0,1027.0,1020.0,1005.0,1002.0,1007.0,1012.0,125.0,126.0,140.0,126.0,94.0,80.0,99.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,27.0,25.0,19.0,57.0,122.0,34.0,20.0,31.0,38.0,44.0,34.0,28.0,24.0,42.0,45.0
7.0,6.0,10.0,9.0,6.0,6.0,5.0,11.0,15.0,14.0,15.0,15.0,13.0,13.0,42.0,46.0,39.0,41.0,49.0,37.0,49.0,13.0,14.0,13.0,14.0,16.0,15.0,14.0,88.0,87.0,88.0,65.0,71.0,78.0,86.0,55.0,40.0,53.0,57.0,43.0,36.0,32.0,349.0,11.0,2.0,267.0,227.0,333.0,27.0,1025.0,1028.0,1027.0,1020.0,1005.0,1002.0,1007.0,79.0,125.0,126.0,140.0,126.0,94.0,80.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,28.0,27.0,25.0,19.0,57.0,122.0,34.0,45.0,31.0,38.0,44.0,34.0,28.0,24.0,35.0
7.0,7.0,6.0,10.0,9.0,6.0,6.0,12.0,11.0,15.0,14.0,15.0,15.0,13.0,41.0,42.0,46.0,39.0,41.0,49.0,37.0,12.0,13.0,14.0,13.0,14.0,16.0,15.0,88.0,88.0,87.0,88.0,65.0,71.0,78.0,45.0,55.0,40.0,53.0,57.0,43.0,36.0,256.0,349.0,11.0,2.0,267.0,227.0,333.0,1019.0,1025.0,1028.0,1027.0,1020.0,1005.0,1002.0,152.0,79.0,125.0,126.0,140.0,126.0,94.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,27.0,28.0,27.0,25.0,19.0,57.0,122.0,35.0,45.0,31.0,38.0,44.0,34.0,28.0,17.0
4.0,7.0,7.0,6.0,10.0,9.0,6.0,14.0,12.0,11.0,15.0,14.0,15.0,15.0,52.0,41.0,42.0,46.0,39.0,41.0,49.0,13.0,12.0,13.0,14.0,13.0,14.0,16.0,85.0,88.0,88.0,87.0,88.0,65.0,71.0,24.0,45.0,55.0,40.0,53.0,57.0,43.0,22.0,256.0,349.0,11.0,2.0,267.0,227.0,1019.0,1019.0,1025.0,1028.0,1027.0,1020.0,1005.0,69.0,152.0,79.0,125.0,126.0,140.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,24.0,27.0,28.0,27.0,25.0,19.0,57.0,17.0,35.0,45.0,31.0,38.0,44.0,34.0,20.0
5.0,4.0,7.0,7.0,6.0,10.0,9.0,14.0,14.0,12.0,11.0,15.0,14.0,15.0,59.0,52.0,41.0,42.0,46.0,39.0,41.0,13.0,13.0,12.0,13.0,14.0,13.0,14.0,85.0,85.0,88.0,88.0,87.0,88.0,65.0,27.0,24.0,45.0,55.0,40.0,53.0,57.0,42.0,22.0,256.0,349.0,11.0,2.0,267.0,1021.0,1019.0,1019.0,1025.0,1028.0,1027.0,1020.0,63.0,69.0,152.0,79.0,125.0,126.0,140.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,24.0,27.0,28.0,27.0,25.0,19.0,20.0,17.0,35.0,45.0,31.0,38.0,44.0,24.0
5.0,5.0,4.0,7.0,7.0,6.0,10.0,14.0,14.0,14.0,12.0,11.0,15.0,14.0,60.0,59.0,52.0,41.0,42.0,46.0,39.0,13.0,13.0,13.0,12.0,13.0,14.0,13.0,76.0,85.0,85.0,88.0,88.0,87.0,88.0,32.0,27.0,24.0,45.0,55.0,40.0,53.0,6.0,42.0,22.0,256.0,349.0,11.0,2.0,1020.0,1021.0,1019.0,1019.0,1025.0,1028.0,1027.0,132.0,63.0,69.0,152.0,79.0,125.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,20.0,24.0,27.0,28.0,27.0,25.0,24.0,20.0,17.0,35.0,45.0,31.0,38.0,29.0
5.0,5.0,5.0,4.0,7.0,7.0,6.0,15.0,14.0,14.0,14.0,12.0,11.0,15.0,58.0,60.0,59.0,52.0,41.0,42.0,46.0,14.0,13.0,13.0,13.0,12.0,13.0,14.0,59.0,76.0,85.0,85.0,88.0,88.0,87.0,36.0,32.0,27.0,24.0,45.0,55.0,40.0,358.0,6.0,42.0,22.0,256.0,349.0,11.0,1017.0,1020.0,1021.0,1019.0,1019.0,1025.0,1028.0,102.0,132.0,63.0,69.0,152.0,79.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,25.0,20.0,24.0,27.0,28.0,27.0,29.0,24.0,20.0,17.0,35.0,45.0,31.0,30.0
5.0,5.0,5.0,5.0,4.0,7.0,7.0,16.0,15.0,14.0,14.0,14.0,12.0,11.0,42.0,58.0,60.0,59.0,52.0,41.0,42.0,16.0,14.0,13.0,13.0,13.0,12.0,13.0,80.0,59.0,76.0,85.0,85.0,88.0,88.0,38.0,36.0,32.0,27.0,24.0,45.0,55.0,58.0,358.0,6.0,42.0,22.0,256.0,349.0,1011.0,1017.0,1020.0,1021.0,1019.0,1019.0,1025.0,125.0,102.0,132.0,63.0,69.0,152.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,26.0,25.0,20.0,24.0,27.0,28.0,30.0,29.0,24.0,20.0,17.0,35.0,45.0,41.0
10.0,5.0,5.0,5.0,5.0,4.0,7.0,13.0,16.0,15.0,14.0,14.0,14.0,12.0,27.0,42.0,58.0,60.0,59.0,52.0,41.0,16.0,16.0,14.0,13.0,13.0,13.0,12.0,85.0,80.0,59.0,76.0,85.0,85.0,88.0,57.0,38.0,36.0,32.0,27.0,24.0,45.0,308.0,58.0,358.0,6.0,42.0,22.0,256.0,1010.0,1011.0,1017.0,1020.0,1021.0,1019.0,1019.0,94.0,125.0,102.0,132.0,63.0,69.0,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,50.0,26.0,25.0,20.0,24.0,27.0,41.0,30.0,29.0,24.0,20.0,17.0,35.0,31.0
7.0,10.0,5.0,5.0,5.0,5.0,4.0,15.0,13.0,16.0,15.0,14.0,14.0,14.0,35.0,27.0,42.0,58.0,60.0,59.0,52.0,15.0,16.0,16.0,14.0,13.0,13.0,13.0,85.0,85.0,80.0,59.0,76.0,85.0,85.0,42.0,57.0,38.0,36.0,32.0,27.0,24.0,254.0,308.0,58.0,358.0,6.0,42.0,22.0,1017.0,1010.0,1011.0,1017.0,1020.0,1021.0,1019.0,164.0,94.0,125.0,102.0,132.0,63.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,80.0,50.0,26.0,25.0,20.0,24.0,31.0,41.0,30.0,29.0,24.0,20.0,17.0,26.0
6.0,7.0,10.0,5.0,5.0,5.0,5.0,14.0,15.0,13.0,16.0,15.0,14.0,14.0,39.0,35.0,27.0,42.0,58.0,60.0,59.0,14.0,15.0,16.0,16.0,14.0,13.0,13.0,88.0,85.0,85.0,80.0,59.0,76.0,85.0,35.0,42.0,57.0,38.0,36.0,32.0,27.0,229.0,254.0,308.0,58.0,358.0,6.0,42.0,1019.0,1017.0,1010.0,1011.0,1017.0,1020.0,1021.0,175.0,164.0,94.0,125.0,102.0,132.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,38.0,80.0,50.0,26.0,25.0,20.0,26.0,31.0,41.0,30.0,29.0,24.0,20.0,29.0
7.0,6.0,7.0,10.0,5.0,5.0,5.0,13.0,14.0,15.0,13.0,16.0,15.0,14.0,39.0,39.0,35.0,27.0,42.0,58.0,60.0,15.0,14.0,15.0,16.0,16.0,14.0,13.0,83.0,88.0,85.0,85.0,80.0,59.0,76.0,40.0,35.0,42.0,57.0,38.0,36.0,32.0,249.0,229.0,254.0,308.0,58.0,358.0,6.0,1015.0,1019.0,1017.0,1010.0,1011.0,1017.0,1020.0,177.0,175.0,164.0,94.0,125.0,102.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,44.0,38.0,80.0,50.0,26.0,25.0,29.0,26.0,31.0,41.0,30.0,29.0,24.0,32.0
7.0,7.0,6.0,7.0,10.0,5.0,5.0,13.0,13.0,14.0,15.0,13.0,16.0,15.0,50.0,39.0,39.0,35.0,27.0,42.0,58.0,16.0,15.0,14.0,15.0,16.0,16.0,14.0,58.0,83.0,88.0,85.0,85.0,80.0,59.0,43.0,40.0,35.0,42.0,57.0,38.0,36.0,265.0,249.0,229.0,254.0,308.0,58.0,358.0,1013.0,1015.0,1019.0,1017.0,1010.0,1011.0,1017.0,195.0,177.0,175.0,164.0,94.0,125.0,102.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,68.0,44.0,38.0,80.0,50.0,26.0,32.0,29.0,26.0,31.0,41.0,30.0,29.0,35.0
10.0,7.0,7.0,6.0,7.0,10.0,5.0,15.0,13.0,13.0,14.0,15.0,13.0,16.0,47.0,50.0,39.0,39.0,35.0,27.0,42.0,16.0,16.0,15.0,14.0,15.0,16.0,16.0,60.0,58.0,83.0,88.0,85.0,85.0,80.0,50.0,43.0,40.0,35.0,42.0,57.0,38.0,211.0,265.0,249.0,229.0,254.0,308.0,58.0,1018.0,1013.0,1015.0,1019.0,1017.0,1010.0,1011.0,190.0,195.0,177.0,175.0,164.0,94.0,125.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,21.0,32.0,68.0,44.0,38.0,80.0,50.0,35.0,32.0,29.0,26.0,31.0,41.0,30.0,38.0
9.0,10.0,7.0,7.0,6.0,7.0,10.0,14.0,15.0,13.0,13.0,14.0,15.0,13.0,44.0,47.0,50.0,39.0,39.0,35.0,27.0,15.0,16.0,16.0,15.0,14.0,15.0,16.0,72.0,60.0,58.0,83.0,88.0,85.0,85.0,52.0,50.0,43.0,40.0,35.0,42.0,57.0,249.0,211.0,265.0,249.0,229.0,254.0,308.0,1017.0,1018.0,1013.0,1015.0,1019.0,1017.0,1010.0,193.0,190.0,195.0,177.0,175.0,164.0,94.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,21.0,32.0,68.0,44.0,38.0,80.0,38.0,35.0,32.0,29.0,26.0,31.0,41.0,29.0
7.0,9.0,10.0,7.0,7.0,6.0,7.0,13.0,14.0,15.0,13.0,13.0,14.0,15.0,50.0,44.0,47.0,50.0,39.0,39.0,35.0,13.0,15.0,16.0,16.0,15.0,14.0,15.0,83.0,72.0,60.0,58.0,83.0,88.0,85.0,39.0,52.0,50.0,43.0,40.0,35.0,42.0,272.0,249.0,211.0,265.0,249.0,229.0,254.0,1009.0,1017.0,1018.0,1013.0,1015.0,1019.0,1017.0,136.0,193.0,190.0,195.0,177.0,175.0,164.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,27.0,22.0,21.0,32.0,68.0,44.0,38.0,29.0,38.0,35.0,32.0,29.0,26.0,31.0,28.0
7.0,7.0,9.0,10.0,7.0,7.0,6.0,10.0,13.0,14.0,15.0,13.0,13.0,14.0,57.0,50.0,44.0,47.0,50.0,39.0,39.0,12.0,13.0,15.0,16.0,16.0,15.0,14.0,67.0,83.0,72.0,60.0,58.0,83.0,88.0,38.0,39.0,52.0,50.0,43.0,40.0,35.0,243.0,272.0,249.0,211.0,265.0,249.0,229.0,1009.0,1009.0,1017.0,1018.0,1013.0,1015.0,1019.0,56.0,136.0,193.0,190.0,195.0,177.0,175.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,12.0,27.0,22.0,21.0,32.0,68.0,44.0,28.0,29.0,38.0,35.0,32.0,29.0,26.0,25.0
5.0,7.0,7.0,9.0,10.0,7.0,7.0,10.0,10.0,13.0,14.0,15.0,13.0,13.0,52.0,57.0,50.0,44.0,47.0,50.0,39.0,14.0,12.0,13.0,15.0,16.0,16.0,15.0,67.0,67.0,83.0,72.0,60.0,58.0,83.0,33.0,38.0,39.0,52.0,50.0,43.0,40.0,244.0,243.0,272.0,249.0,211.0,265.0,249.0,1017.0,1009.0,1009.0,1017.0,1018.0,1013.0,1015.0,155.0,56.0,136.0,193.0,190.0,195.0,177.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,12.0,27.0,22.0,21.0,32.0,68.0,25.0,28.0,29.0,38.0,35.0,32.0,29.0,31.0
10.0,5.0,7.0,7.0,9.0,10.0,7.0,10.0,10.0,10.0,13.0,14.0,15.0,13.0,40.0,52.0,57.0,50.0,44.0,47.0,50.0,18.0,14.0,12.0,13.0,15.0,16.0,16.0,63.0,67.0,67.0,83.0,72.0,60.0,58.0,46.0,33.0,38.0,39.0,52.0,50.0,43.0,297.0,244.0,243.0,272.0,249.0,211.0,265.0,1021.0,1017.0,1009.0,1009.0,1017.0,1018.0,1013.0,155.0,155.0,56.0,136.0,193.0,190.0,195.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,14.0,10.0,12.0,27.0,22.0,21.0,32.0,31.0,25.0,28.0,29.0,38.0,35.0,32.0,32.0
7.0,10.0,5.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,13.0,14.0,15.0,51.0,40.0,52.0,57.0,50.0,44.0,47.0,21.0,18.0,14.0,12.0,13.0,15.0,16.0,46.0,63.0,67.0,67.0,83.0,72.0,60.0,43.0,46.0,33.0,38.0,39.0,52.0,50.0,266.0,297.0,244.0,243.0,272.0,249.0,211.0,1023.0,1021.0,1017.0,1009.0,1009.0,1017.0,1018.0,182.0,155.0,155.0,56.0,136.0,193.0,190.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,16.0,14.0,10.0,12.0,27.0,22.0,21.0,32.0,31.0,25.0,28.0,29.0,38.0,35.0,30.0
7.0,7.0,10.0,5.0,7.0,7.0,9.0,16.0,10.0,10.0,10.0,10.0,13.0,14.0,51.0,51.0,40.0,52.0,57.0,50.0,44.0,19.0,21.0,18.0,14.0,12.0,13.0,15.0,52.0,46.0,63.0,67.0,67.0,83.0,72.0,41.0,43.0,46.0,33.0,38.0,39.0,52.0,243.0,266.0,297.0,244.0,243.0,272.0,249.0,1025.0,1023.0,1021.0,1017.0,1009.0,1009.0,1017.0,197.0,182.0,155.0,155.0,56.0,136.0,193.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,16.0,14.0,10.0,12.0,27.0,22.0,30.0,32.0,31.0,25.0,28.0,29.0,38.0,43.0
11.0,7.0,7.0,10.0,5.0,7.0,7.0,16.0,16.0,10.0,10.0,10.0,10.0,13.0,42.0,51.0,51.0,40.0,52.0,57.0,50.0,19.0,19.0,21.0,18.0,14.0,12.0,13.0,59.0,52.0,46.0,63.0,67.0,67.0,83.0,60.0,41.0,43.0,46.0,33.0,38.0,39.0,225.0,243.0,266.0,297.0,244.0,243.0,272.0,1025.0,1025.0,1023.0,1021.0,1017.0,1009.0,1009.0,206.0,197.0,182.0,155.0,155.0,56.0,136.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,28.0,17.0,16.0,14.0,10.0,12.0,27.0,43.0,30.0,32.0,31.0,25.0,28.0,29.0,43.0
9.0,11.0,7.0,7.0,10.0,5.0,7.0,16.0,16.0,16.0,10.0,10.0,10.0,10.0,46.0,42.0,51.0,51.0,40.0,52.0,57.0,23.0,19.0,19.0,21.0,18.0,14.0,12.0,32.0,59.0,52.0,46.0,63.0,67.0,67.0,57.0,60.0,41.0,43.0,46.0,33.0,38.0,265.0,225.0,243.0,266.0,297.0,244.0,243.0,1021.0,1025.0,1025.0,1023.0,1021.0,1017.0,1009.0,212.0,206.0,197.0,182.0,155.0,155.0,56.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,29.0,28.0,17.0,16.0,14.0,10.0,12.0,43.0,43.0,30.0,32.0,31.0,25.0,28.0,48.0
11.0,9.0,11.0,7.0,7.0,10.0,5.0,16.0,16.0,16.0,16.0,10.0,10.0,10.0,41.0,46.0,42.0,51.0,51.0,40.0,52.0,19.0,23.0,19.0,19.0,21.0,18.0,14.0,51.0,32.0,59.0,52.0,46.0,63.0,67.0,64.0,57.0,60.0,41.0,43.0,46.0,33.0,209.0,265.0,225.0,243.0,266.0,297.0,244.0,1019.0,1021.0,1025.0,1025.0,1023.0,1021.0,1017.0,205.0,212.0,206.0,197.0,182.0,155.0,155.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,33.0,29.0,28.0,17.0,16.0,14.0,10.0,48.0,43.0,43.0,30.0,32.0,31.0,25.0,41.0
7.0,11.0,9.0,11.0,7.0,7.0,10.0,15.0,16.0,16.0,16.0,16.0,10.0,10.0,42.0,41.0,46.0,42.0,51.0,51.0,40.0,18.0,19.0,23.0,19.0,19.0,21.0,18.0,67.0,51.0,32.0,59.0,52.0,46.0,63.0,51.0,64.0,57.0,60.0,41.0,43.0,46.0,157.0,209.0,265.0,225.0,243.0,266.0,297.0,1015.0,1019.0,1021.0,1025.0,1025.0,1023.0,1021.0,162.0,205.0,212.0,206.0,197.0,182.0,155.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,31.0,33.0,29.0,28.0,17.0,16.0,14.0,41.0,48.0,43.0,43.0,30.0,32.0,31.0,25.0
5.0,7.0,11.0,9.0,11.0,7.0,7.0,16.0,15.0,16.0,16.0,16.0,16.0,10.0,53.0,42.0,41.0,46.0,42.0,51.0,51.0,12.0,18.0,19.0,23.0,19.0,19.0,21.0,86.0,67.0,51.0,32.0,59.0,52.0,46.0,32.0,51.0,64.0,57.0,60.0,41.0,43.0,335.0,157.0,209.0,265.0,225.0,243.0,266.0,1015.0,1015.0,1019.0,1021.0,1025.0,1025.0,1023.0,40.0,162.0,205.0,212.0,206.0,197.0,182.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,31.0,33.0,29.0,28.0,17.0,16.0,25.0,41.0,48.0,43.0,43.0,30.0,32.0,19.0
4.0,5.0,7.0,11.0,9.0,11.0,7.0,20.0,16.0,15.0,16.0,16.0,16.0,16.0,67.0,53.0,42.0,41.0,46.0,42.0,51.0,14.0,12.0,18.0,19.0,23.0,19.0,19.0,87.0,86.0,67.0,51.0,32.0,59.0,52.0,25.0,32.0,51.0,64.0,57.0,60.0,41.0,32.0,335.0,157.0,209.0,265.0,225.0,243.0,1023.0,1015.0,1015.0,1019.0,1021.0,1025.0,1025.0,57.0,40.0,162.0,205.0,212.0,206.0,197.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,21.0,13.0,31.0,33.0,29.0,28.0,17.0,19.0,25.0,41.0,48.0,43.0,43.0,30.0,20.0
4.0,4.0,5.0,7.0,11.0,9.0,11.0,20.0,20.0,16.0,15.0,16.0,16.0,16.0,74.0,67.0,53.0,42.0,41.0,46.0,42.0,14.0,14.0,12.0,18.0,19.0,23.0,19.0,81.0,87.0,86.0,67.0,51.0,32.0,59.0,26.0,25.0,32.0,51.0,64.0,57.0,60.0,49.0,32.0,335.0,157.0,209.0,265.0,225.0,1023.0,1023.0,1015.0,1015.0,1019.0,1021.0,1025.0,160.0,57.0,40.0,162.0,205.0,212.0,206.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,23.0,21.0,13.0,31.0,33.0,29.0,28.0,20.0,19.0,25.0,41.0,48.0,43.0,43.0,23.0
